review_id,business_id,user_id,review_date,stars,cool,funny,useful
rV6AWGN4rYORMQY8dVP41g,0ICfbEImE0gUZc4kSZ7QHg,dKoIp8vsKFH4cbmGSYy2IQ,2013-11-14,5,0,0,1
EoN2xyKvTTn9B-z1grhYxw,oJ4ik-4PZe6gexxW-tSmsw,DBYhpb5hrAYgQjQaMhNYyQ,2016-10-26,4,0,0,0
2u5Skti5mZam_-XTKPelvA,qO9dNNIvNbCBd8ZgjxMxgQ,IMd3NQbclta91pFKk3AJZg,2017-04-08,5,0,0,0
mCVyppNwK2qPOJHXgs0p2Q,NQSnr4RPUScss607oxOaqw,mNITUu6B2wUKBOa4NmUHJg,2016-05-19,5,0,0,0
dzNxNW9XpJiECE-bKATezw,6LCZLGa09Qifn6rG7-DNrg,NUtIAX-ygn474tDg5nmesg,2015-02-16,4,1,0,0
nAE4IGJMRxDfas0qYabMWw,7wQEzj-0yOpLiANNLuUflQ,GtqEcbHF-WTfKlms9250ZQ,2016-10-26,4,0,0,1
DWbmJF84jRrGaJRmlSSnYQ,SIoCIxjn4jLt2O-4DajWJw,aWlojpSpzEICTza3RgGJgg,2015-11-18,4,0,0,0
4zopEEPqfwm-c_FNpeHZYw,SZU9c8V2GuREDN5KgyHFJw,JYYYKt6TdVA4ng9lLcXt_g,2016-05-31,5,0,0,0
-7LkjSPzfVgnVpuVuRuOow,2GYg3liJ9-m6Z67L_4_BRQ,uAu772KpSkb-tPFgZmU-lA,2008-12-03,5,3,0,7
67cGcRrS0jTvB8p7rpaPew,oQ5CPRt0R3AzFvcjNOqB1w,8YSxVaD203mE_9FR4nCEVA,2016-01-17,3,0,0,1
qdzNocGBnh8U-cvE_N8qbA,pAgtmlIGqFYaWdBoCUeitw,Fq7d14GDAsGjDoojP_ygOQ,2012-12-04,1,0,0,3
Ti6y48ya3syOndm7teSjcg,O8BBn8lry8lLoIFmChceGg,NGTzj_44YDnPDmsD45HWeg,2014-08-10,5,0,0,0
4KpIldEM-tdnrJLqYzRfZQ,HTqXI5S2XcSlh_ylx9sE6g,Z5j9Xw_G0c7M2b1-iS67wg,2018-03-23,5,1,1,1
Ad91EzbAGRCR1SwkPfZJKg,WCVFqK84i2H5EClSoow7ZA,LWTvg7RlyNLXIf482tXBPw,2016-07-21,5,0,0,0
fGYcFOHfQL4stYPdD3J47g,PzhPMkaNYiKDTHoTG0r8rw,CgyCtH9CbLO7J_uO3cL7OA,2016-09-18,4,0,0,0
Lk21QNbrI_e3nf0GvWSPww,sLgnx_WFCjEoPsS6NwU70Q,bCla27ma_6i_QFrGkILKrQ,2014-10-27,5,0,0,0
HuWEnZr7-0HveaqXxyywgg,YbnJYHNp_fHbI-hcFg48vQ,Eb8LgZArKmW0KgW6lTni-w,2009-08-03,5,2,0,2
aAcQibR3zWOvk4atbCM3SA,Zi-F-YvyVOK0k5QD7lrLOg,7P9w2PrP4ZcJyDFwch51Ig,2016-09-18,5,0,0,0
-up4mW6WdqzGrRh7t_pLmA,EpREWeEpmR8f1qLHzzF0AA,xbybLiQockAzC4xAlzFrGg,2011-11-30,5,0,0,0
PDHRlnEdkEcwATry4w71PQ,Wy8Hswf2cLQGRZN6armkag,UsBxLh14sUpO8SdeqIiGOA,2011-08-24,1,0,0,1
EZarjNNbO_2yH1Xbizog9g,pR8u8hXf1vvzoAGOoKHQqQ,R_W9WlKiA56VzVbRzTULQQ,2016-08-25,5,0,0,1
ymhbOMW63B_vGaRFR3XT0A,5Ce3lZksYVkCbrihqylVHQ,yZdAhQ_KmKuCZmbBy9YDQg,2014-07-25,5,0,0,0
5GGfWhVGmubQLmbVbye8vw,AgbRp5NLsP1-J1fdg6Hdcw,B6G4f3UX1Z5_CpyV1xXm8Q,2017-05-13,5,0,0,0
_UYXYxRRnZtH-dNJZEkMQQ,lpfrjbjIWC0BNZThaSDMLw,wp-uX1pnNjAIDBNnQxz1ZQ,2015-12-21,5,0,0,0
zRIH5eDA2GbynjZPrk8dDg,jLerIZFpe25jOUf722qzBA,07aVWNhBhpwqW3MdqoKDKQ,2011-03-20,3,1,0,1
5obXxR0b94b5q6j1zYCAzw,aY_n9RSaD2Yw09jSFFePew,3inG_FUhm28tUJc0zZ2fCg,2017-08-16,1,0,0,0
RGV9GWhAAfAAlYyd4vho7g,3ZynJ94VpIdDlaArmEp2Rg,Zs8Zk3sgh5JxRmoZW4PJcg,2013-10-03,3,0,0,0
7rCsR3SARVF3vXNiw_Csgg,9gObo5ltOMo6UgsaXaHPWA,mmdf_Fi-Hh_3uZN5zE164A,2016-09-06,5,0,0,0
DOeEDBfsrNph0ktNkYYFnQ,9OtFX3YzG5keaUMOWU1imA,qVYilGRmY6uemAy_tDpfuA,2014-05-26,5,0,0,4
JzBhoRVecH9pO0BBiJNQqw,b7V_5q22_eTeHlYzq1bpFw,Pbry-b9xBgHlWlbGlYbTZg,2017-01-02,3,0,1,2
meGaFP7yxQdjyABrYDVeoQ,cg4JFJcCxRTTMmcg9O9KtA,_jaJDV-qTBafatbObmtzpA,2018-02-11,1,0,1,0
5M9fBQINWamyQPdJ7OQkeA,iD25g7vUG3asELjXtMGF9w,kHmXUEOAsIbguUrPoX6Tkg,2012-12-04,2,1,2,2
gmVABJ9ctuispKPC7S1AeQ,rJzLJL33mFyrM_90kAQKuw,XN1ms_EBRYMF5GYSjfUHDQ,2017-12-02,5,0,0,1
tXHWJWnTdrraHGUqaPWj3g,S2Ho8yLxhKAa26pBAm6rxA,zKAHSNzqvwsyoFCw3QpafA,2018-05-19,4,0,0,0
GK5JEpizD-nDGXsJUYVLTg,6JFTijOMHB46yBoyVOjPCA,9QpNZ4-0gJow6xj-6OZe8Q,2015-08-30,4,0,1,0
r1tPwFMILy0COeEQ-B3YLw,8xM8akbQhHDQdJO1sPMB1A,3M1_pyDSgMP6sRMz564eJw,2018-07-26,5,0,0,0
byblHsbxiqb1pC1cuSfslA,18eWJFJbXyR9j_5xfcRLYA,C_2mNjl-doRVvsL03_T57Q,2011-10-28,4,0,0,7
xumAI7br1X67OY_bU_Yqhg,X_E7U2lVNEwbH_gpOBmAHQ,jEmClJb6wjfDUksVMO_Jjg,2017-06-17,5,0,0,0
fC415u9adP0Xtamme7hcCw,f-WhNOSwN1aB4nRFekf01g,mEOMAeEonZoUx2nPM3v6fg,2015-03-19,4,0,0,0
onlgwy5qGDEzddsrnIvtWg,W7NxQw8UYFR0HLPrI08tvw,pYXeL0RCqus2IfhthYCOyA,2012-02-01,4,0,0,0
FMFZoES5LfumuwhsZbIDlQ,f4PA-f1tcN1bIpZJLdFsQQ,4ubLHlnMFFw4JikcXr-F4w,2017-05-26,5,0,0,3
QS7CuOtFLuS3dnwKHRtSYQ,m5-FtgWRd4qA7j0vaOXiXQ,PBnEwGVCBL0N-bET6ZI6kQ,2016-11-10,5,0,0,0
4PHFo_GRG4FEk1q4X7xQVQ,X63jIMRHYBvKKQDuJTRiQQ,jbsCBG0A-3wVDjrKar-0Wg,2014-10-11,5,1,0,2
1c6sgLe07HAhipebsQ1wgA,HnhxO2cpa15AHI1456Pl6Q,ZRXvbrutBBULaFS6T9NCwA,2015-10-17,5,0,1,0
PPgbLBvi34A6m7bKJfTwhw,GyC36Pn0Q1-qHnqXys6yFg,3TL6HZ1JrKcNTvGDWKlrow,2013-12-07,1,0,0,0
gImS1dtA_TixEouDfp2o4g,D5V0Fawd6ODVgqCY8xngsw,xE7AXFF9wVaN6id6OCtH3Q,2017-01-14,4,2,0,1
jSoo6p_GpvYRHG2QK6WE2g,fGYnHzFr1z2kv7bPRW6VMA,EfG0nInFMbiO9Hy7A6B2cQ,2017-08-08,3,0,0,1
pl5AjpEcFxFTltkBvHjsRA,EBn3U4mpnIRLIy2lKuilRQ,YjS6MDNwGbueb5WtALIJ2A,2012-11-06,1,0,0,0
8GZbCEMxrbqmRinDbfHWVQ,FHNIvNgh3fS7VZQq2Y3dsA,OkjeFppodgJP_CvB84cJYw,2014-07-13,3,1,0,1
D3GVEsKHghesOV5wdZOwRQ,gGyqnAlpFrka_qzpO7j4lQ,Zp1o52IRl92dunmsfiT96g,2013-04-11,5,0,0,0
L0E_Ld__jIATsQ1vA7ZGZw,D4DZztR7vkbiED6txGUYFg,Cvi8nZTwDVaQkqmmgQwQMw,2013-06-24,4,1,0,0
9IG9eB3K-RdIonPBuZ0psw,jOOOrH5n2ijnsZKxzPSAiw,t2IL-HIXQKd6iZ6cIY8kcg,2016-04-23,5,0,0,0
OlaSUt3bA66VcCbVHhR0oA,UEgiQRvpAeaq-QyEvm7Ysw,CbJ3Z5iL58ufqDhYWJFDtA,2017-11-06,5,0,0,0
QsuwAldo7cc94nJxu6xKWQ,dyCfFIt1XIA8lIpuWaW2eQ,U0aN9ar9YI24Oc9JshTrDQ,2015-10-08,5,0,0,1
yyrMqY7sNp5gT7KJ1AaYWA,GBTPC53ZrG1ZBY3DT8Mbcw,pitYOVSsF8R1gWG1G0qxsA,2016-03-07,4,0,0,0
OJO7m2zn3LAr011J1I7ppQ,1QVB0_-piu0GXes87BXeGw,JriXL8qqw_tJ1mpwtlBabg,2017-10-11,5,0,0,1
SpmKsFnwg35PTgCVujOOJA,pUVRCYL8rT4I5Ry5FYkRsA,RiQWbgwR-asiU_mA7s8gpg,2016-12-19,5,1,0,2
Bf4LKkVzGvEKM-rOyc8M_A,9GiEYlSeM4Csc8Isp5PzPw,3rSKIFAWcJ-0jkRJcJgX1g,2016-04-11,5,0,0,1
f1rzB39-cvLf0ZUgLbgQGA,IfcJZKQiBKf_9yq784qbww,kzxwFrLA0fyhP7qKzkRopw,2017-08-29,5,0,0,4
3dVcGYz6GokuEytLrfG8bA,Dv6RfXLYe1atjgz3Xf4GGw,FEI0XkOrUHufSW_rfOTPAA,2012-12-04,4,0,0,1
I1rcoz7_p4z2hXjpno5RHw,uaipZDBSvzDzUUlazpyGCg,xjDZnGhK76PQkcVzO3dcWw,2016-01-04,3,0,0,0
zcj7iTXdSz0GCBOReMTeiQ,Zx7n8mdt8OzLRXVzolXNhQ,X8XCFMZN8pFlWEZcKuKzZw,2018-01-21,5,0,0,0
bed0N65L9E1GyiNsI7BOqg,OlcuZ9sWonCsSSGuHxb6yw,c7g5fn6R9TfPECxFrpwT_w,2017-01-14,5,0,0,0
uGJubhANtj6sfP_xz8LeLQ,xR3inMR2KceU3b9dhkz_tw,1EecTw-Iojid62ySMMl5gA,2016-01-30,4,0,0,0
vZNDuj4a8cFQV9t6-FijSQ,nYRFGR2C-OOhRvO8rvI4qw,N0T91y4L4Sou249K9uO_2A,2016-01-30,3,0,0,0
S4nZgOgiv9w8MOiaWTpwBQ,pSmOH4a3HNNpYM82J5ycLA,8fPlzYWo0j_nQrJMeyF0Fw,2015-06-08,5,0,0,0
xS4qtB70SM-q7kX7smKlRg,zt2JwrXrou8PyDELJOOA_w,_Y7-za074Q1sx6t6EucTwA,2014-06-28,1,0,1,2
jazQvYxoflZm6BBjmh1gZg,YNm4WrEHejsVIEfkZ0MZFQ,_e2wv_nRna0sZrk-Wqd48Q,2010-11-22,5,0,0,0
O2QGOa66t5BCYDvxLiOtbA,cB_9eHHfo9me96cZup-lZQ,ysU9kNZiFXY7MrFWVIUaTg,2017-04-19,1,0,0,1
suMtrxm_nUiAQMu6ZfG5Wg,actDmpJyaQPnkds6knMdKA,0Igx-a1wAstiBDerGxXk2A,2009-03-01,5,1,2,3
e4H9r1BSvBGAVQ-HvelnhA,6p07zfmJWvytr0paqpyvbg,1wN_Q-1fg46ZomOzf2tg5w,2017-10-11,1,0,0,1
quiZPC8t-iZs1uiMA1ovEQ,-ikBycdroyTLDBHR9aC3HA,TTibuRAx2gxu-nVAymFijQ,2014-09-25,5,0,0,0
zM7u3iffMjniyvQAaN9Tnw,29YqJwOGEuAWqlHZxMc1OA,QacYrFyCrFLmC726YEEBsA,2012-05-29,1,0,1,0
940tqxFO4Pwg_KMg4Y4Z5g,EQ-TZ2eeD_E0BHuvoaeG5Q,O6wkgoJqU7KMjleSlCDGaA,2018-01-10,5,1,0,2
LDuli7valYv5N5RVFWb70w,M0c99tzIJPIbrY_RAO7KSQ,gBMkHgFw89N2cxkgPk0kPA,2018-04-04,4,0,0,1
r-PjI5sBvNoBekk5mURNww,ZuM1vcZ_ObCjCCGweYzItg,uzy_KYIZx65cp7Yh8_seeQ,2013-10-24,5,2,0,15
LnKr0hwejzl71QmoQyTRDQ,hAmuto6UndVroyd_DaD-TA,7RU_xK1tEGlUvXfe0GvtEg,2018-03-04,5,0,0,1
VDn0TqsdpxbNUBZEXkakUQ,WaRZsQEcEHwRk0T2dJ-cuA,16_EZvrDyxjDgxq6OUdbhQ,2014-02-24,5,0,0,1
1sZkJCitG9-XSlZQJJRs-g,C7ZNfxgDQWinNzRfTkevxg,OkN7YI--lQnQhJNdpNubFQ,2014-03-14,5,3,4,3
RMho6HMpdec1YgIypwWQrQ,ab3pRv-b0o-BwMK2jVbH3Q,SNngOVGTkD34B3FAFnMv5A,2018-08-24,5,0,0,0
mSggForidMf0eUaK-Qnnvg,eMiN8nm70jjKg8izikVWDA,x-LrGPXN7WFX15Qk9B6_YQ,2012-07-16,4,0,1,0
WHBZtv1ZabwX0r-alDjA3g,GgGfhKUGusCbP-rvjHiS3A,x1qKiRxnPLf3JvOsUAsv_Q,2016-01-17,5,0,0,0
rGI8UdsEGiGeETFiu1VK1w,hRHhP3fhMy3LktPyQa3s_A,WJnyWEe_YK7JO47fcovBVw,2008-08-20,3,0,0,0
UrGHZY5-pDs4uOP8SFPg-w,eUO4QA6nL2XdCeWuD7tkww,Nsm9V1s8JQyuYsShtiwplg,2017-05-26,5,0,0,1
zqmkEnp1kfU2vosDcG2kMg,-If0ps0QhOLCYVWQWs9RYg,KqKXOl0PMlZGBMlw8OUpyA,2013-05-28,5,2,2,2
WcCEk3Q7bgIynzgq0dgTNA,c5QMFe_yhgksThaR2a6rtg,n6rI5T6klu0KCz0q2tS9Ng,2014-07-28,3,0,0,0
27CYrDqJIUjbOLNeKTfjDg,pym7c6ZFEtmoH16xN2ApBg,k3Q0ZcVuMdvA_9iDcSDWIA,2016-06-22,4,0,0,0
M2uQZs0rnlUijHSmGx4zHA,AzseSGgDC6bVtMPEYo1CNQ,o4tYl3Hz0oDfpNn4k02DCw,2013-05-07,4,4,2,5
1TsJMk7OT7MUSNLQoFc2wA,s3FRhtaNU8dt-mKkLKUQaQ,8dpPXJj1JlOE4acEcowUfQ,2012-06-26,5,1,0,0
Gczff1Qxg4WVmlBLPrZwzQ,34Eqv8jXgxg_EEwcsNgeeg,cpp89UW0imv45y3a_O444w,2014-05-25,5,0,0,0
k7HWRysS3ICXxzhbddCemw,a1u9Bxrq_fZxl2pgqQUcJA,Vn8iqqu3T8QkmOlyH82zDA,2018-07-17,4,0,0,0
pJRn59F_lyNO1zT3TCVd0Q,pSmOH4a3HNNpYM82J5ycLA,TGgfqWnUaCf6DM7TLuNhDQ,2018-03-04,3,0,0,0
WSeO-PP8yxmUs8ts2myRzA,RfkaKLn494TKC943fJhKOw,W7c1eS1WpxGC5295iJpuTQ,2013-09-04,5,0,0,1
ypFqmURIY41F4pWaMW1VrQ,7L1kXfwU5XM6f6Jxo_L7Yg,hToW2eoTAYlOcuNz7I73Cg,2015-07-03,5,0,0,1
HME_ksGph3se7Aze5hxa-Q,kxX2SOes4o-D3ZQBkiMRfA,kSMOJwJXuEUqzfmuFncK4A,2014-07-13,2,1,0,0
Rtw--aLDMSvk4y_WxV-ZUg,7wpTBtY2kiMXmW42zvL-fw,-4qgRjqx6fdCAeewTBEWbw,2017-07-28,5,0,0,0
2EjmDJnE2z5_lAWyV1rd4g,xruWHK8Z5N0JWyQubLHjgA,7Ie0VmQtnGYUVq2YW4dTVw,2011-02-14,5,0,0,1
HpwQOIy5IgQwHaFAZVUrKw,G-zzByEfv2oqjcxYmPsjtA,EwoCJoV29tB-yAWJnZqJZA,2017-04-07,5,0,0,0
UD0AKHQQHSzYsbCkdM7Xrw,tJCnUtGdyPyOGt5kudLrTA,Au2RZKzmrr75h2bBpb60oA,2012-03-30,4,0,0,0
-pBDXBop_8v1dKk-BBpyzQ,vPlhhf6CcB5dzQv1sEwlvg,YW0CUT7vA7pqn2f6aL8rlg,2014-09-25,5,1,1,1
bi6GaeWDGceGv62lXTIKQA,bjhCtlYHrkgA5Ku8l-rB3g,RgtbLaiU22zqaCk20HgbiQ,2015-01-04,1,0,0,1
rHrhsfMGmYfCGiN8Ul02qQ,Cu8ysHKiZmJKRY9nF3Hzsw,x67HAnA_-ukgw9qwyMVOhQ,2016-10-26,5,0,0,0
hOwlMPilziEHtyuKpf4Rlg,hy5GpGXAna-5qrb3zNub6g,ubOMW9s0Bhi_GGPeG8Uq7g,2017-03-27,5,0,1,0
TgDp1TErom3UNglKhDy2uw,W8Z4rXYkmZlEVSaxIVjyvg,zUB7xoTlhbg7_ofHg8Qp0w,2017-08-16,5,0,0,1
LF5UQBZuqjU5B4kTVSIKGg,_agzW_0F9uSJ7i6EJ9ufeg,FsvBdHsES26G0LB2MQZcUg,2015-01-04,5,1,0,1
A6RyprhBtUtanSuzPfa0wg,CmjvsiafnWH60fuYz2LCmA,88Z1DbloWrT7g8GA5qOrng,2015-11-18,5,0,0,0
Lj1TAURE_hYtPW3IlhKWMg,9xm4aIAT_xwRoTxc0_8AWQ,tWJoKvHynA8h8dFXUExekw,2015-02-16,5,0,1,0
wsFRDsHxz2mM_Ettgn1qQg,qf4LecJDQWIt0gt6VJWFPw,x8ErSBur0SsnL1lZwP5o4Q,2017-06-28,4,0,0,0
d9j7KC7FTOkoI_L-iPIsDg,yQhu3LbnB2gQgrquHZ_S6Q,E-2aaJTr0Lup35NGhV5k8A,2017-07-08,5,0,0,0
xilt6zGZ3Nqo2_fogn3jjA,_aKr7POnacW_VizRKBpCiA,u1cvQWB0lB4YsIbtSlUR7g,2013-05-29,5,1,0,1
Kyv0fqRZTR1lKJ7YafBsIg,aZyCHVqXnz81fW1_KbFq0w,anHIxWzKb0mwOWTTfk8OcA,2017-02-09,5,0,0,0
hVs0KrkaRNaxmH2GQm2qLA,QUEWdnmVCv2Ri8xJATTrIQ,jcJGCNrEgPHsl7zkvumq2Q,2016-06-11,4,0,0,1
0-lnwfRh1GA1Lvu5RRC9Cg,7WZ5EGb-Xk_uxQTWc52P4w,xXYNgEWnjaim2byFGLex-w,2012-06-26,5,0,0,2
-b1TKCO3GfYyXXvtDQq7qA,fWbQiSAErNcznezzkfCdvg,cD2kobXH5ozNOjAMS5yuvQ,2015-04-28,5,0,0,0
_yfUDZFGYfc4Lmq2l-U7ZA,VO5Jphyqmoa62lbA7-vzpQ,jVVNbLCq2PaxMYtdNkxWGA,2013-05-07,5,0,0,0
LO2C_mywzQy5BvdEeONR1A,CYwC5OjwCN6ib_AQDxi3Ow,jvURGq9nyZkTF1KuSaZC_g,2016-08-12,5,0,0,0
